,dealer_name,tel,fax,mail,web,types,address,province,postcode
1011,บจก. ซีอาร์ซี ไทวัสดุ (สาขาลพบุรี),-,-,-,-,,555 หมู่ที่ 4 ตำบลกกโก  อ.เมืองลพบุรี  จ.ลพบุรี    15000 ,ลพบุรี,15000
1012,บริษัท โรงสีเกาะแก้วเจริญธัญญา 2 จำกัด,081-9860093,-,-,-,,555 หมู่ที่ 7 ตำบลหนองพระ  อ.วังทอง  จ.พิษณุโลก    65130 ,พิษณุโลก,65130
1013,ร้าน มิตรเกษมวัสดุภัณฑ์,02-815-7903,-,-,-,,555/3 หมู่ที่ 10 ตำบลในคลองบางปลากด  อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10290 ,สมุทรปราการ,10290
1014,บจก. ไทยพิพัฒน์ทูล แอนด์ โฮมมาร์ท,042-325-444,042-325-333,-,-,,555/5  หมู่ที่ 7 ตำบลหนองบัว  อ.เมืองอุดรธานี  จ.อุดรธานี    41000 ,อุดรธานี,41000
1015,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),02-381-6333,-,-,-,,555/7-11 ซอยสุขุมวิท 63 (เอกมัย) ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
1016,บริษัท เจ.เค.เพ้นท์ติ้ง แอนด์ เซอร์วิส จำกัด,038-242680,038-242681,-,-,,56 หมู่ที่ 4 ตำบลสำนักบก  อ.เมืองชลบุรี  จ.ชลบุรี    20000 ,ชลบุรี,20000
1017,หจก. ดี.เค.เพ้นท์ติ้งแอนด์ เซอร์วิส,38055419,38055449,-,-,,56 หมู่ที่ 4 ตำบลสำนักบก  อ.เมืองชลบุรี  จ.ชลบุรี    20000 ,ชลบุรี,20000
1018,บริษัท นำเทพการช่าง จำกัด,086-7840473,-,-,-,,56/169 หมู่ที่ 5 หมู่บ้านปาริชาติ ถนน 345 ตำบลบางคูวัด อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1019,บริษัท ซี.เอ.ดี.เอ็นจิเนียริ่ง จำกัด,944-4667/944-...,944-4668,-,-,,56/228 หมู่ที่ 9  ซอยรามอินทรา 34 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
1020,หจก. โฮมซิตี้ เซอร์วิส,02-926-5900,02-926-7288,-,-,,56/51 หมู่ที่ 7 ตำบลเสาธงหิน  อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
1021,บริษัท ซิตี้โฮม เอ็นจิเนียริ่ง จำกัด,-,-,-,-,,56/51 หมู่ที่ 7 ตำบลเสาธงหิน  อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
1022,บริษัท นีนนา คอนสตรัคชั่น จำกัด,02-926-7288/0...,02-926-7288,-,-,,56/51 หมู่ที่ 7 ตำบลเสาธงหิน   อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
1023,บจก. สุรินทร์สตีลเซ็นเตอร์,044-515-951,044-515-952,-,-,,560 หมู่ที่ 6 ตำบลนอกเมือง  อ.เมืองสุรินทร์  จ.สุรินทร์    32000 ,สุรินทร์,32000
1024,ป.เอกสมุทร,081-9244907,0-27011094,-,-,,562 หมู่ที่ 6 ถนนพุทธรักษา ตำบลแพรกษา  อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10280 ,สมุทรปราการ,10280
1025,หจก. ชาติกิติออยล์,02-1953597,-,-,-,,563 ถนนเพชรเกษม ตำบลท้ายช้าง อ.เมืองพังงา  จ.พังงา    82000 ,พังงา,82000
1026,บริษัท อดุลย์สุข  (2005)  จำกัด,02-295-2553-4...,02-2942131,-,-,,"566/51-52, 116  ถนนสาธุประดิษฐ์ แขวงบางโพงพาง  เขตยานนาวา  จ.กรุงเทพมหานคร    10120 ",กรุงเทพมหานคร,10120
1027,บริษัท เพชรสยาม เพ้นท์ติ้ง จำกัด,-,-,-,-,,57 ซอยปุณณวิถี 24 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
1028,บริษัท ทีซีคิว จำกัด,-,-,-,-,,57 ซอยรามอินทรา 23 แขวงอนุสาวรีย์  เขตบางเขน  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
1029,บริษัท ไทยอะเลิร์ท จำกัด,02-463-1980,02-464-2142,-,-,,57 หมู่ที่ 17 ตำบลบางพึ่ง  .  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
1030,เจริญไพศาล,036-316-638,-,-,-,,57 หมู่ที่ 4 ตำบลผึ้งรวง  อ.เฉลิมพระเกียรติ  จ.สระบุรี 18000 ,สระบุรี,
1031,บริษัท ไทยโรลลิ่งแมชีนเนอรี่ จำกัด,02-4637263-4,02-4631616,-,-,,57/3 หมู่ที่ 7 ถนนสุขสวัสดิ์ ตำบลบางจาก  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
1032,บริษัท พรเจริญก่อสร้าง จำกัด,02-452-1845/8...,02-896-2744,-,-,,577 ถนนพระรามที่ 2 แขวงแสมดำ  เขตบางขุนเทียน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
1033,บริษัท อิมเมจ เอ็นแฮนซ์เมนท์ จำกัด,02-7172777,02-7172818,-,-,,577 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง  จ.กรุงเทพมหานคร    10250 ,กรุงเทพมหานคร,10250
1034,บจก. ธนะชาติ ฮาร์ดแวร์,043-511-502,043-512-486,-,-,,58 ถนนเทวาภิบาล ตำบลในเมือง  อ.เมืองร้อยเอ็ด  จ.ร้อยเอ็ด    45000 ,ร้อยเอ็ด,45000
1035,บริษัท เครื่องจักรกลสยาม จำกัด,(035)261-908-9,02) 261-284,-,-,,58 หมู่ที่ 11 ถนนโรงงานกระดาษ ตำบลบ้านเลน   อ.บางปะอิน  จ.พระนครศรีอยุธยา    13160 ,พระนครศรีอยุธยา,13160
1036,บริษัท จี-เทคคุโตะ อีสเทิร์น จำกัด,038-954-670,038-954-685-6,-,-,,58/1 หมู่ที่ 4 นิคมอุตสาหกรรม อีสเทิร์นซีบอร์ด ตำบลปลวกแดง  อ.ปลวกแดง  จ.ระยอง    21140 ,ระยอง,21140
1037,บริษัท ไทย จีแอนด์บี แมนูแฟคเจอริ่ง จำกัด,038-955987,038-955995,-,-,,58/1 หมู่ที่ 4 นิคมอุตสาหกรรม อีสเทิร์นซีบอร์ด ตำบลปลวกแดง  อ.ปลวกแดง  จ.ระยอง    21140 ,ระยอง,21140
1038,หจก. เอ็นดีวี,581-4610,975-7110,-,-,,58/83 หมู่ที่ 3 ถนนกรุงเทพ-ปทุม ตำบลบ้านฉาง   อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1039,เพชรรุ่งโรจน์,043-330-398,043-330-398 # 104,-,-,,58/9 หมู่ที่ 13 ตำบลศิลา  อ.เมืองขอนแก่น  จ.ขอนแก่น    40000 ,ขอนแก่น,40000
1040,บริษัท สิริมันตรา พร็อพเพอร์ตี้ จำกัด,029568823-5,29568826,-,-,,588 หมู่ที่ 4 ถนนนครอินทร์ ตำบลบางขุนกอง อ.บางกรวย  จ.นนทบุรี    11130 ,นนทบุรี,11130
1041,บริษัท บี.ที.โอโต้พาร์ต จำกัด,0-22952461-8,0-22952470,-,-,,59 หมู่ที่ 2 ตำบลนาป่า  อ.เมืองชลบุรี  จ.ชลบุรี    20000 ,ชลบุรี,20000
1042,บริษัท เกรทวอลล (1988) จำกัด,02-5812560-4,02-5812561,-,-,,59 หมู่ที่ 2 ถนนปทุมธานี-ลาดหลุมแก้ว ตำบลบ้านฉาง อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1043,บริษัท ภาณุวัฒน์โลหะกิจ จำกัด,021729604 5,021729605 #26,-,-,,59/1 หมูที่ 3 ถนนประชาพัฒนา แขวงทับยาว เขตลาดกระบัง  จ.กรุงเทพมหานคร    10520 ,กรุงเทพมหานคร,10520
